Text,Sentiment,Emotion,text_length,word_count
তুমি আছো বলে বৈশাখ টা এতো সুন্দর লাগে,Positive,Unbiased,37,8
আল্লাহ আপনাকে সঠিক  পথে আসার তৌফিক দান ক্রুক,Positive,Unbiased,44,8
"মানুষ বাঁচলে, দেশ বাঁচবে",Positive,Unbiased,24,4
ধন্যবাদ! সজীব ওয়াজেদ জয় ভাই। আমরাই ডিজিটাল বাংলাদেশ।,Positive,Unbiased,52,8
"তুই আসলেই মাগি, তুই কি ভাবে বিশ্বাস করবি",Negative,Creepy,40,8
দুর খানকি মাগি,Negative,Creepy,14,3
অাপু বুফস্ গুলো জুস।,Negative,Creepy,20,4
"খানকি মাগি,, বিচার তো পরকালে হইবে। তুই বিচার কেমনে চাবি? তুই তো পরকাল বিশ্বাস করিসনা।",Negative,Creepy,85,15
"কেউ যদি পরকালে বিশ্বাস না করে,তাতে কিছু করার নেই;কারণ জাহান্নামেরও তো কিছু রিযিক (ইন্ধন) থাকা দরকার ৷দুই টাকার কিছু বেশ্যার মুখে  এর চেয়ে ভালোকিছু আশা করা বোকামি ছাড়াই আর কিছুই না??   জাহান্নামি সাফা কবীর,",Negative,Creepy,205,34
"কেউ যদি পরকালে বিশ্বাস না করে,তাতে কিছু করার নেই;কারণ জাহান্নামেরও তো কিছু রিযিক (ইন্ধন) থাকা দরকার ৷দুই টাকার কিছু বেশ্যার মুখে এর চেয়ে ভালোকিছু আশা করা বোকামি ছাড়াই আর কিছুই না?? জাহান্নামি সাফা কবীর,",Negative,Creepy,202,34
যারা নিজের ব্যক্তিগত সমস্যাকেযা নিজ সজাতীয় ধর্মের মানুষ দ্বারাই সংঘটিত হয়েছে?সে ঘটনাকে মিথ্যা নাটক সাজিয়ে মুসলামানদের নামেমিথ্যা অপপ্রচার চালাই??এমন প্রিয়া সাহার মতো অনেকদাঙ্গাবাজ এই দেশে লুকিয়ে আছেএই দেশকে কলঙ্কিত করার জন্য?.,Negative,Creepy,226,31
মাগি পুলা,Negative,Creepy,9,2
"সিনেমা, নাটক, থিয়েটার গান বাজনা যারা করে সব কটি চরিত্রহীন ও লুচচা/লুচি হয়ে থাকে। সুতরাংএই লুচির দ্বারা এরক কথা আস্তেই পারে।",Negative,Creepy,123,21
"তোমার পুটকিতে যে এত তেল , পাইলে সব বাহির করতাম মাগি",Negative,Creepy,51,11
দূর খানকি,Negative,Creepy,9,2
খানকি তরে আমি রঢছথতডঢতমভভঢঢঢভববমারি,Negative,Creepy,35,4
বোকা চোদা কয় কী,Negative,Creepy,15,4
চুদমারানি চুদির ভাই!চুইদ্দা কস চুদি নাই?,Negative,Creepy,40,6
"তুই!! যা দেখিস না,,,তা তো বিশ্বাস করিস না,,,বেশ ভালো তো,,,তাহলে তো তুই জারজ সন্তান, হারামজাদী,,,,কারণ তোর কোন বাবা তোকে জন্ম দিছে সেটাও তো তুই দেখিস নি,,,তাহলে তোর বাবাকে বিশ্বাস করিস কেন,,,,????? Copy",Negative,Creepy,201,32
মাগির অবস্থা,Negative,Creepy,12,2
ওর বাপ যে ওর মার সাথে সেক্স করে ওকে জন্ম দিয়েছে কিন্তু ও তো ওর বাপকে ওর মার সাথে সেক্স করতে দেখেনি তাহলে ওইটা যে ওর বাপ সে কিভাবে বিশ্বাস করে??????????,Negative,Creepy,151,31
"অার কেউ কি দেশে নাই ,",Neutral,Unbiased,21,6
যারা এডিটিং এর মাধ্যমে মানুষের সম্মান নষ্ট করার মতো হীন কাজ করতে পারে তাদের কারনেই আজ দুনিয়াতে করোনা নামক গজব নেমে এসেছে। আল্লাহ এদের হেদায়েত দিক।,Neutral,Unbiased,146,26
তাকে নতুন করে কালিমা পড়িয়ে মুসলিম করা হোক,Neutral,Unbiased,41,8
অপরাধীদের আইনের আওতায় এনে কঠিন শাস্তির ব্যবস্থা করা হোক!,Neutral,Unbiased,56,9
ফিরে এস হে অধম!,Positive,Unbiased,15,4
ইন্নালিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন। আল্লাহ উনাকে বেহেস্ত নসিব করুক। আমিন।।,Positive,Unbiased,78,11
আমাদের তো কিছু নিয়ে বিজি থাকাতে হবে। আবার নতুন কিছু ঘটলে আপনার কথাগুলা ভুলে ওটা নিয়ে বিজি হয়ে যাব।টাইম তো কাটাতে হবে।আর আপনার ও ওই কথাগুলো বলা উচিত হয় নাই।আমরা আল্লাহর বান্দা। সবাইকে মানতে হবে।আল্লাহ আপনাকে হেদায়েত দান কুরুক &আমাদের কেও।।আমিন,Positive,Unbiased,242,41
"তাৎক্ষণিক প্রশ্নোত্তরে মানুষের আরও অনেক সতর্ক হওয়া প্রয়োজন। সব উত্তর হাসতে হাসতে দেওয়া যায় না। ধন্যবাদ বোন, নিজের ভুলটি ধরতে পারাতে।  পরম করুণাময় মহান দয়ালু আল্লাহতা’য়ালা তোমার সার্বিকভাবে ভালো করুক এবং সার্বিকভাবে সুস্থতা দান করুক।",Positive,Unbiased,234,35
ভাল্লাগে ভাল্লাগে ভাল্লাগে তিশা আপুকে ,Positive,Unbiased,38,5
"কমেন্ট পড়তে আসছিলাম, এখন আমি ৭দিন পাগল থাকব",Positive,Unbiased,43,8
"জয় বাংলা,জয় বঙ্গবন্ধু,জয়তু দেশরত্ন শেখ হাসিনা।",Positive,Unbiased,46,6
প্রশংসনীয় উদ্যোগ,Positive,Unbiased,17,2
গান গুলো দারুন হইছে,Positive,Unbiased,19,4
"হিরোর প্রথম গুণ হলো সুন্দর একটা মন ও মনুষ্যত্ববোধ থাকা, যেটা হিরো আলমের মধ্যে রয়েছে।অন্যদিকে জায়েদ খান ওরফে বা.... খানের কি গুন আছে হিরো হওয়ার মতো??হিরো আলমের জবাবটা অত্যন্ত সুন্দর হয়েছে। ধন্যবাদ #হিরো_আলম ♥",Positive,Unbiased,207,34
"সাকিব কেনো আসছেনা এই প্রশ্নটা প্লিজ বন্ধ করুন! এখানে যারা আসবে তারাও কম কিছুনা। সাকিবকে আসার জন্য তামিমের পক্ষ থেকে আমন্ত্রণ জানানো হয়েছিলো, সে নাকচ করেছে। সুতরাং সে না আসলে যে এটা উপভোগ্য হবেনা তাওনা, তবে আসলে আরো ভালো হতো।",Neutral,Unbiased,224,40
"অাপনি ধর্ম না মানেন, সেটি অাপনার ব্যক্তিগত বিষয়, কিন্তু অন্যের ধর্ম বিশ্বাসে অাপনি অাঘাত কেন করবেন?  অাপনার পরিবার থেকেই যদি এই শিক্ষা পেয়ে থাকেন, তবে সেই শিক্ষা ত্যাগ করুন। অাল্লাহই সবচেয়ে বড় হেদায়েতের মালিক, অাপনি হেদায়েতপ্রাপ্ত হোন।",Neutral,Creepy,235,37
পোষ্টটা পড়তে পড়তে চা ও বিড়ি খাচ্ছিলাম কিন্তু পোষ্ট দ্বারা প্রভাবিত হয়ে আনমনা হয়ে বিড়িই ছাই এস্ট্রেতে না ফেলে চায়ের কাপে ফেলে দিছি।,Neutral,Creepy,130,23
"ঠুস,ঠুস,ঠুস",Neutral,Creepy,11,1
খোলা জানালা কি বাংলা রডওয়ালা নাকি ইন্ডিয়ান থাই  ,Neutral,Unbiased,48,8
তোরে কুত্তা দিয়া চুদামু,Negative,Creepy,23,4
তোরে কুত্তা দিয়া চোদানো ওচিত মাগি,Negative,Creepy,33,6
সব মাগির পোলারা,Negative,Creepy,15,3
মাগি কইলো ডা কি,Negative,Creepy,15,4
ধন্যবাদ প্রিয়া সাহা.....সাহসী ভুমিকার জন্যে......,Strongly Positive,Unbiased,49,5
আলহামদুলিল্লাহ। ধন্যবাদ মাশরাফি ভাই।,Strongly Positive,Unbiased,36,4
আপু আপনার এই ছবিটা সত্যিই অনেক অনেক সুন্দর হইছে। আপনি সত্যিই অনেক অনেক সুন্দরী। আপনার ক্যামেরা ফেস খুবই চমৎকার। আমি বাংলাদেশে আপনার মতো এত নাইস ক্যামেরা ফেসের কোন মেয়ে এখনও পর্যন্ত দেখিনি। আপনার জন্য অনেক অনেক শুভকামনা ও দোয়া রইল আপু।,Strongly Positive,Unbiased,234,41
জুতা পিটা খাওয়ার জন্য প্রস্তুত হয়ে যা,Strongly Negative,Creepy,37,7
"আল্লাহকে ভয় না করে,ফেমাসিটি হারিয়ে জাওয়ার ভয়ে এখন সাফা ভালো সাজতেছে।আর আইডি ডিজেবল হওয়ার দায়ভারকার উপর দিয়েআল্লাহর কাছে বিচার দিচ্ছেন জত্তসব ফাউল মেয়ে কোথাকার",Negative,Bullying,158,24
"বালের গান,,,",Strongly Negative,Bullying,12,2
বালের ছবি,Strongly Negative,Bullying,9,2
আচ্ছা সাফা কবির আপনার বাবা যে আপনার আম্মার সাথে খেলাইয়া আপনার রে দুনিয়াতে আনছে এটা কি আপনি দেখছেন তাহলে এটা তো আপনি দেখেন নাই তাহলে আপনি কিভাবে বিশ্বাস করেন আপনার মা আপনার বাবার সাথে খেলানুর পরেই আপনি দোনিয়ায় আসলেন,Negative,Bullying,215,39
ফাক সব ফাক,Strongly Negative,Bullying,10,3
আপনার যেই মুখ মানে চেহারা আরকি খালি সম্বন্ধ আসে তাই না?,Negative,Bullying,55,11
গাধার বাচ্চা কয় কি!! বলদের লজিক শুনে মনে হয় সে মেডিকেল কলেজ থেকে দর্শনে অনার্স করেছে,Strongly Negative,Bullying,84,16
এমন ভাবেই চইলো বেশী বাড়াবাড়ী কইরনা সোনা ৷,Strongly Negative,Creepy,41,8
এই নাস্তিক বেয়াদব মেয়েটাকে বাংলাদেশ থেকে বিতাড়িত করা হোক,Strongly Negative,Creepy,56,9
তদের কে আগুনে পুড়ে মারার দরকার ছিল,Strongly Negative,Creepy,34,7
তোমার কবিতা পড়ে আমি হাসতে হাসতে বিছানায় হাগু করে দিছি  বিঃদ্রঃ সাফা কে  শুধু  শুধু গালি দিবেন না ।।।। সাথে  জুতার বারিও দিয়েন,Strongly Negative,Creepy,125,23
সকলে  ওরে জুতা মার,Strongly Negative,Creepy,18,4
তোমার আব্বু যে তোমাকে জন্ম দিলো। তাও তো তুমিদেখ নি। তাহলে কেন তুমি আব্বু ডাকো বা বিশ্বাস কর কি ভাবে। অনি যে তোমার আব্বু। পকিন্নি মাইয়া একটা। নষ্ট মাইয়া,Negative,Bullying,151,29
বাবু তুমি খেলাধুলা করতে করতে সোনা হয়ে গেছো....বেয়াদব,Negative,Bullying,52,8
হডে আছিলা,Negative,Bullying,9,2
বদমাশের ঘড়েতো বদমাশ হবে,Strongly Negative,Bullying,24,4
তর মত খারাপ মানুষ যদি কাছে পেতেম। জুতার সাথে পিছিয়ে মারতাম,Strongly Negative,Creepy,58,11
এই নাস্তিক কে জুতা পিটা করা হোক,Strongly Negative,Creepy,31,7
তুই জানিস নাটক দেখি মিথিলার দেখি মিথিলার জুতার জে দাম তা তর নেই রে জার মা কুকুর রের কাছ থেকে জনমো দেছে তর,Strongly Negative,Creepy,105,23
তর পাছায় আগুন লাগামু,Strongly Negative,Creepy,20,4
"অপরাধী কে দেখলে শরীরে আগুন দরে যায়,,সবাই এই পুষ্টে রিপোর্ট দিওয়ে দেও,,,,,",Strongly Negative,Creepy,73,12
পাছা খা বীর,Negative,Creepy,11,3
কিরে চুদানির পোলা সাহস থাকলে এইগুলা বাংলায় বল (3),Negative,Creepy,49,9
জায়েদ খান  সালার পুতে  কি ঐ মাগির পোলায় বেশি কথা বলে সব সময়,Negative,Creepy,59,13
জরিনা তোমাকে নিয়ে কিছু বলার নাইশুধু বলবো তুমি একটা অভদ্র খানকি,Negative,Creepy,62,11
তর মারে কি তর বাপের হাতে চোদা খাইতে দেহছিলি ?যদি না হয় তোর জবাব তইলে কমু তর তর জন্ম যারজ জন্ম,Negative,Creepy,93,21
জায়েদ খানের সাওয়া ভিতর আনাম বাঁশ ঢুকা খান্কি মাগির পোলা আমি মনে করি হিরো আলম কে 64 জেলা সবাই চিনে আমার তরফ থেকে  তাকে সেলুট  বাস্টার্ড জায়েদ খান,Negative,Creepy,147,28
খানকি একটা,Negative,Creepy,10,2
চুদি তরে,Negative,Creepy,8,2
নটির বাচ্চা,Negative,Creepy,11,2
খানকি মাগি একটা,Negative,Creepy,15,3
ছামা কবির চুদি,Negative,Creepy,14,3
ওহ ফাক!,Negative,Creepy,7,2
মনতো চায় পুরা নেংটা করে ছবি দেন,Negative,Creepy,31,7
এই মাগি তুই আজ থেকে একেবারেই শেষ,Negative,Creepy,32,7
নির্বাচন ছিল অনেকটা পর্ণ দেখার মতো।আমি আপনি সবাই দেখছি কিন্তু লোকসমাজে মুখ খোলা যাবে না।,Negative,Bullying,88,15
ও ভাইরাল হতে চাই সেফুদা কাছে যাও দুটা কানের নিছে টাস টাস দিলেসব টিক হয়ে যাবে,Negative,Bullying,76,16
কয়মাস চলে?,Negative,Bullying,10,2
"ওখানে বসতে বারণ করেছিলাম, উফ... তোমাকে নিয়ে আর পারা গেল না। আবার ছবিও তুলছ... ধ্যাত",Negative,Bullying,83,15
নাস্তিকদের ফাঁসি চাই https://youtu.be/i_n-46Yv4DU,Strongly Negative,Creepy,49,4
এই নাস্তিক কে জনসম্মুক্ষে শিরশ্ছেদ  করার দাবি জানাচ্ছি।এবং ব্লাশফেমি আইন করার দাবি জানাচ্ছি।,Negative,Unbiased,92,13
"নাস্তিক কারা..? যাদের বাবার মিলনের সময় কনডম ব্যবহার করে,কিন্তু কনডম যে ফাটা তাহা বুঝিতে না পারিয়া,ফাটা কনডমের বীষ্য হতে যে পোলাইপানের জম্ম তাহারা সাধারনত নাস্তিক হয়। আসিফ মহিউদ্দিনরা ফাটা কনডম হতে জম্ম নেয়.!তাই সে বড় মাপের নাস্তিক..",Negative,Unbiased,232,37
কুকুর জারজ নাস্তিক,Negative,Unbiased,18,3
"তুই কিসের মুসলমান তুই খ্রিস্টান চরিত্র নিয়ে অভিনয় করছ,,,তোকে নাস্তিক ছাড়া কিছু বলা যায় না।",Negative,Unbiased,90,15
কিভাবে সম্ভব?,Neutral,Unbiased,13,2
নাউজুবিল্লাহ বলে প্রবেশ (শুধুমাত্র লিঙ্কে) করেন। ফজিলত আছে।,Neutral,Unbiased,59,8
"ভাই, লৌহমানব হয়ে যাবেন নাকি",Neutral,Unbiased,27,5
বলুনতো এর আগে কে কোথায় বাসায় হিল জুতা পরতে দেখছেন ,Neutral,Unbiased,50,10
সৃষ্টিকর্তার দরকার না হলেসৃষ্টিকর্তার দেয়া অক্সিজেন নেয় কেন?নিজে অক্সিজেন বানিয়া তারপর নিক।,Neutral,Unbiased,91,12
"সৃষ্টির ধারনা স্রষ্টার কাছ থেকেই এসেছে যা শুধু তার সৃষ্টির জন্য প্রযোজ্য,সৃষ্টার জন্য নয়।",Neutral,Unbiased,89,14
এই ছবি যারাই শেয়ার করবেন প্লিজ আমার কৃতিত্বের মূল্যায়ন স্বরূপ আমাকে ট্যাগ করবেন। ধন্যবাদ ,Neutral,Unbiased,89,14
আপনারা কেউ বউদিকে বাজে কমেন্ট করবেন না। হয়তোবা উনি রোজাদার। রোজার পর বলিয়েন।,Neutral,Unbiased,76,13
উন্নয়নের অগ্রযাত্রায় অংশ নিতে নৌকায় ভোট দিন,Neutral,Unbiased,43,7
ওর একটা পাঠা দরকার। পাঠার চো...ন জরুরি হয়ে গেছে।,Neutral,Creepy,48,9
আল্লাহ মাফ করার মালিক,Neutral,Unbiased,21,4
একলা কেনো আপু? কাকা কই??,Neutral,Creepy,24,5
"নিরাপদ সড়ক চেয়ে ছেলে মেয়েরা পুলিশকে উদ্দেশ্য করে অশ্লীল একটি স্লোগান দিতো ""পুলিশ কোন চে.....র.......ল""। যেটা অত্যন্ত অশ্লীল এবং ছাত্র/ছাত্রীদের মুখে শোভা পায়না। কিন্তু আজকে আমার ঐ অশ্লীল স্লোগানটি দিতে ইচ্ছে করছে প্রিয়া সাহা ওরফে মাসুদা ভট্টি গংদের উদ্দেশ্য।",Neutral,Creepy,258,39
জানালা যে খোলা তা আমরা জানি,Neutral,Creepy,27,6
আপনার ফেইসবুক কে হ্যাক করছে তা আমি দেখিনাই। আর কনো কিছু না দেখে কিভাবে বিশ্বাস করি বলেন।,Neutral,Creepy,88,17
সকাল সকাল মুখে makeup করে Yoga ,Neutral,Unbiased,31,6
হাসিতেছ ফাঁসি,Neutral,Unbiased,13,2
"হ আপা জানালা খোলাই,যে কেউ ডুকতে পারবে ",Neutral,Unbiased,38,7
সুধু সাধু,Neutral,Unbiased,9,2
সাকিবকে যেকুন মতে দরকার ছিল।,Neutral,Unbiased,28,5
আল্লাহ এতিম আর প্রতিবন্ধীদের সাথে উত্তম আচরণ করতে বলেছে- কেউ বাজে মন্তব্য করবেন না। কিন্ত আফসোস google.com সেটা বুঝল না।,Neutral,Unbiased,120,20
জায়েদখানকেজুতা মা'র সবাই,Strongly Negative,Creepy,24,3
তোর মতো খানকি চুতপারানি বেশশ্যদের কপালে জুতা মারি ছি ছি ছি :,Strongly Negative,Creepy,60,12
এটা এডিট করা । পুরোপুরি বানোয়াট। এটা কোন মানুষের কাজ নয় এটা জানোয়ারের কাজ,Strongly Negative,Bullying,73,14
যত সব টোকাই... .. ওদের কারণে বাংলাদের ভাবমূর্তি নষ্ট হয়.....,Negative,Bullying,60,10
কই লিয়াকত আলি আর কি জুতার কালি কার সাথে কার তুলনা ,Negative,Bullying,50,11
তুমি মনে হয় আখ খেতে  আর পাট খেতে বেশি গেছ,Negative,Bullying,41,10
তুমার প্যান এতো ছেরা কেনু বোকা....,Negative,Bullying,34,6
মিথ্যাবাদী শয়তান,Strongly Negative,Bullying,16,2
ওর কোনো বাপ নাই ?  এমনি পয়দা হইছে। (,Strongly Negative,Bullying,36,9
তুমি মুসলিম হয়ে এ কথা কেমনে বলতে পারলে  তোর নাটক তে আগে দেখতাম কিন্তু তোকে এখন পাইলে তো জুতা দিয়ে পিঠতাম। কবরে গেলে বুজবি এমন শাস্তি চলবে তোর উপর,Strongly Negative,Creepy,145,29
কোপা সামসু,Strongly Negative,Creepy,10,2
তোর বাপের জন্ম ঠিক নেই তোর জন্ম ঠিক নেই তোরে তিন বেলা খাবার আগে পরে জুতা দিয়া পিটাইতে হইবো তাহলে তোর হিতাহিত জ্ঞান ফিরে আসবে,Strongly Negative,Creepy,125,25
জায়েদ কে এটা কি রহিংগা হিরো আলমের জুতা কালার করার জন্য জায়েদ খানকে রাখা হোক আর মিসার জন্য একটা কানের মেসিন কিনে দে হিরো আলম,Strongly Negative,Creepy,123,25
সালারে জুতা মার,Strongly Negative,Creepy,15,3
"কেয়ামতের আলামত শুরু,,,তাই ছাগোলে লাঙল টানে থু",Strongly Negative,Creepy,45,7
এই সালার আলম কে জুতা পিটা করতাম সালা তুই নিজেরে কি মনে করছ সালা হারাম জাদা,Strongly Negative,Creepy,74,16
আপনি নাকি কর্মচারীদের বেতন দেন নাহ কাহীনি সত্য নাকি গুজব? কিলিয়ার করেন,Strongly Negative,Creepy,70,12
মাক্স পড়ছোস বেশ ভালো কথা দূরত্ব বজায় রাখ ,Strongly Negative,Creepy,43,8
চোরের নায়ে হাউদের নিশান,Negative,Bullying,23,4
হালার পুত লুইচ্ছা,Strongly Negative,Bullying,17,3
সালা তরে কয় জনে চিনে,Negative,Bullying,20,5
ওরে বাবা।আগে তোরা ভাল হ।তোদের কারনেই সাধারণ মানুষ বিপদে পড়ে,Negative,Bullying,59,10
জায়েদ অারে জুতা মার,Strongly Negative,Creepy,19,4
হিরো আলম যদি নায়ক হত তাহলে বাংলাদেশ সিঙ্গাপুর হত এত দেশ নষ্ট করতে লাগছে চেহেরার নাই কোনো মিল আর হচ্ছে নায়ক৷ পরিছালকে জুতা মারি খানকির পুত তদের কারনে দেশ নষ্ট,Strongly Negative,Creepy,157,30
"এরাই হলো ধর্ষণ এর কারণ,",Strongly Negative,Creepy,23,5
তোরা হির আলমের জুতার জগ্গনা  হির আলম বাংলা হির,Strongly Negative,Creepy,46,9
"জাহেদ খান এই কুত্তার বাচ্ছা টাকে পাইলে আমি কানের নিছে ২টা দিতাম ,আমি বলতে ছাই এই জাহেদ খান হিরো আলমের জুতা পরিশকার করার জজ্ঞ নাই ওর ,হিরো আলম টাকা পয়সায় বড় নয় কিন্ত তার আকাশের মতো বিষাল একটা মন আছে , সামনে কথা বলতে হিসেভ করে বলতে হবে।",Strongly Negative,Creepy,234,48
আগামীকাল সকাল ১০ টা এসে গান শুনার আগেই হাহা রিএক্ট দিমু,Strongly Negative,Creepy,55,11
জাহিদ কে জুতার বাড়ি দাও,Strongly Negative,Creepy,24,5
এদের ফাঁসি দেওয়া উচিত ।এরাই দেশে ধর্মীয় দাঙ্গা লাগিয়ে দেয় ।,Strongly Negative,Creepy,59,11
এই মেয়ে গুলির রুচি দেখলে মনেকয় মেয়ে গুলিকে জুতা দিয়ে পিটাই,Strongly Negative,Creepy,58,11
ও খোদা এডা দেখি উলংগ অবস্থায়,Negative,Bullying,29,6
ও একটা জারজ সন্তান  তা না হলে এমন কথা বলতে পারে  নাস্তিক,Negative,Bullying,56,12
"বেয়াদব জায়েদ খান,",Strongly Negative,Bullying,17,3
"কেও রাগারাগি করবেন না,,,  উনার বিপরীতে সবাই কে সুযোগ দেওয়া হবে একজন  একজন করে। ",Negative,Bullying,79,14
এই দুই হালা পাগল,Negative,Bullying,16,4
ভাল বলেছেন ভাই৷  এখানে মূর্খের সংখ্যা বেশি। মূর্খদের জ্ঞান দিয়া আপনি শুধু আক্রমণের শিকার হলেন,Negative,Bullying,93,15
আমি আত্না দেখি না তাই আমার আত্না নাই আমি মৃত্যু দেখিনা তাই আমার মৃত্যু নাই..। #ইস্টিশনবালেরআলাপেরজনক,Negative,Bullying,100,16
একাকীত্ব- একাকীত্ব হে মহান আবাল শুনুন করোনা নিয়ে সারা দুনিয়া আতংকিত আর এই কালা পাঠা পতিতা নিয়া ব্যস্ত তা আবার সোশ্যাল মিডিয়ায়,Negative,Bullying,125,22
আল্লাহ নিয়ম ভালো মানুষ গুলো আল্লাহ দুনিয়া থেকে দুরুত  তুলে নিয়ে যায় আর পাপি কে তার পাপ আরো গাড়ো করার জন্য রেখে দেন ,Positive,Unbiased,116,23
ধন্যবাদ জনাব হিরো আলম আপনার এই সাহসি বক্তব্য দেওয়ার জন্য। এইসব অশিক্ষিত ও অপদার্থ গুলার জন্য আজকে চলচিত্রের এই অবস্থা।,Positive,Unbiased,118,20
সাব্বাশ সাফা কবির!! ❤️,Positive,Unbiased,22,4
শুভেচ্ছা তরুনদের অংকার সজীব ভাই,Positive,Unbiased,31,5
ইউরোপ  থেকে মহান বিজয় দিবসের শুভেচ্ছা ,Positive,Unbiased,38,6
আল্লাহ তাকে হেদায়েত দিন,Positive,Unbiased,23,4
তারেক যার মহামান্য নেতা।,Positive,Unbiased,24,4
আমার পছন্দের একজন নায়কলাব ইউ ভাই,Positive,Unbiased,32,6
"নিশ্চই আল্লাহ ক্ষমাশীল ,,, মন থেকে ক্ষমা চাইলে নিশ্চই আল্লাহ ক্ষমা করেন.আমিন",Positive,Unbiased,76,12
বাহ তিনও বাচ্চা আজ কত্ত বড় হয়ে গেল <3,Positive,Unbiased,37,9
আল্লাহ হেদায়েত নসীব করুন।,Positive,Unbiased,25,4
ভালোবাসা,Positive,Unbiased,8,1
সুন্দর ছবী.,Positive,Unbiased,11,2
"বড়দের দোয়া খুবই জরুরি,কারণ কেউ কেউ বলে থাকেন ,বাপ ছাড়া দোয়ায় পোয়া হয়।",Positive,Unbiased,71,13
"আসসালামু আলাইকুম, দানের ফজিলত কোরআন হাদিসের আলোকে live যে এসে অথবা একটি ভিডিও আকারে বর্ননা করলে মানুষ আর বেশি উৎসাহিত হবে. Please যদি সময় থাকে live যে আসবেন. ",Positive,Unbiased,158,28
তারেক রহমান সাহেবের প্রশ্নের জবাব কোনদিন আওয়মীলীগ দিতে পারে নাই। তারেক রহমান জিন্দাবাদ,Positive,Unbiased,86,13
সেই বলেছেন,Positive,Unbiased,10,2
"ফিল্মে অনেকেই হিরো, বাস্তবে আলম রিয়েল হিরো, ভালো মানুষ,",Positive,Unbiased,55,9
জরুরি সেবা খোলা থাকবে।,Positive,Unbiased,22,4
তাহলে তো খ্রিস্টান দের মত ঈশ্বরকে পিতা বলা জায়েজ?,Neutral,Unbiased,49,9
সে তো বিশ্বাস কি সেটাই জানে না ।,Neutral,Unbiased,32,8
ভিডিওতে বলার সময়ত কথা মুখে লাগে নাই । এখন জনপ্রিয়তা হারিয়েছে বলে status দিচ্ছে । এই সব status নাস্তিকরা বিশ্বাসী আর এত যখন নিজকে আল্লাহ ভীরু দেখাছো।আল্লাহ কাছে মাপ চেয়ে  মিডিয়া থেকে বিদায় নেওয়া ভালো।,Neutral,Unbiased,200,35
ইহুদিদের থার্ড টেম্পল সম্পর্কে বিস্তারিত জানতে চাচ্ছি।,Neutral,Unbiased,54,7
জাহেদ রে জুতা মারুন?,Strongly Negative,Creepy,20,4
জুতা মার জাহিদে মুখে,Strongly Negative,Creepy,20,4
এই ভিডিও যে হালাই বানাইসে ওরে জুতা মাইরা ইনডিয়া পাটাইয়া দিমু। হালা মালুর বাচচা,Strongly Negative,Creepy,78,14
আলম ভাই সঠিক কথা বলছে জায়েদ খানকে জুতা মারেন,Strongly Negative,Creepy,45,9
জুতা মার পাগলের কপালে,Strongly Negative,Creepy,21,4
ধার করা কাপড়ে নাকি শীত কাটে না---আরবী প্রবাদ।কাওয়া পোরা দুনিয়া ঘুরলে ও কালাই থাকে।এই মাদারবোর্ড ও কোন সময় মানুষ হইত না,Negative,Bullying,118,21
এরে Dekha jar hokkolta...... guraw te!!!,Negative,Bullying,40,6
মেয়েটি পাগল হয়ে গেল,Negative,Bullying,19,4
ওরে সেফুদার কাছে পাঠিয়ে দেও,Negative,Bullying,27,5
পরিচালকে জুতা পিটা করা দরকার সালা বলদ,Strongly Negative,Creepy,37,7
"মার্ক জুকারবার্গের কাছে অনুরোধ করছি প্লিজ একটা জুতার রিয়্যাক্ট চালু করেন,কারন Haha রিয়্যাক্ট দিয়ে মনে শান্তি পাচ্ছি নাহ্",Strongly Negative,Creepy,120,18
ভাল  খান  জুতাদিয়া   পিটালে  ঠিক  মাদার  সুদ  তোরে  হিরো         ৷ আলম  এর  পা  দোরে  মাপছা,Strongly Negative,Creepy,94,15
বাংলাদেশের নায়ক একটাও নাচতে পারে না নায়িকা নাচে শালা নায়করা কোন নাচ পারেনা শালাকে জুতা-পেটা করো,Strongly Negative,Creepy,98,16
সফল   হুদা   তোকে  জুতা  পিতা  হবে,Strongly Negative,Creepy,35,6
গরম ডিম দেওয়া দরকার,Negative,Bullying,19,4
গরম রে ভাই ,Negative,Bullying,11,3
দিনভর দেখলাম পরকালে বিশ্বাসীরা সাফাকে সোদতে চাই।তোদের বিশ্বাসের চ্যাং এতো খাড়া কেন?মেয়েটা নিজের ভুল স্বীকার করেছে এখন আপ্নারাও চ্যাং কনন্ট্রোল করেন।শালার নামাজ রোযার খবর নাই কে কি বাল বলবে সেইটা নিয়ে মাতামাতি।,Negative,Bullying,209,32
"ওমা কত গরীব, ল্যাংটা থাকে",Negative,Bullying,25,5
হিরুআলমের পায়ের জুতারসমান সমাজসেবাকরতেপারেনা মিসাসদাগর,Strongly Negative,Creepy,54,5
জাহেদ ফকিন্নিৱ পুলা তৱে জুতা দিয়ে পিঠামু ফকিন্নিৱ ছেলে  জাহেদ তৱ টাকা থাকলে লাভ হবে কী হিৱো আলমেৱ মত মন ণেই,Strongly Negative,Creepy,107,21
"উনি একজন ভাল মনের মানুস পারলে সবাই উনাকে সাহায্য করি সবাই তবে যারা এইকাজটা করেছে তাদেরকে বিচারে আয়তায় আনা হউক,",Strongly Negative,Creepy,110,20
